4.2972 4 623 -119.75 155 2199 19234 529 34 -117.89 -118.37 1193 37.75 532 37.44 -122.16 
2.7083 43 713 -122.04 280 1214 2259 281 46 -118.38 -121.4 701 36.34 294 34.09 -117.65 
2.2125 35 453 -118.68 298 1552 2269 444 34 -117.09 -118.25 2093 39.12 413 33.9 -118.2 
2.8542 23 304 -118.09 895 814 2512 216 52 -121.59 -121.86 327 33.95 181 38.56 -121.48 
5.6022 16 525 -117.26 656 3029 3502 500 31 -124.08 -122.26 1236 34.52 487 38.04 -122.2 
1.7159 20 284 -118.36 706 2174 587 481 49 -122.41 -118.35 1861 34.02 484 33.99 -118.28 
1.1903 23 292 -121.31 314 1657 861 362 13 -118.08 -121.42 1186 37.34 376 35.58 -119.35 
3.2303 8 324 -117.23 444 2277 1991 459 17 -117.99 -118.28 1149 34.16 476 39.17 -121.02 
4.163 25 534 -117.11 588 140 882 35 30 -122.17 -122.11 103 37.55 35 38.36 -121.98 
2.5164 17 332 -122.83 751 2191 1897 531 36 -120.08 -118.3 1563 33.89 524 37.96 -122.35 
5.7705 27 298 -117.02 618 3715 6933 575 25 -118.2 -118.34 1640 33.61 572 33.78 -118.04 
6.7528 22 450 -118.09 322 2577 1337 404 30 -116.94 -117.88 1076 38.52 374 33.89 -117.94 
2.6964 24 379 -122.13 564 855 4273 199 29 -117.28 -122.31 785 34.06 169 34.05 -118.19 
3.8644 29 158 -120.84 993 2994 3273 543 47 -117.37 -117.96 1651 33.97 561 34.07 -118.16 
1.3304 33 714 -117.33 1116 1592 2924 304 28 -122.28 -120.91 962 33.2 282 36.7 -119.8 
1.4615 17 153 -117.07 659 1457 1901 372 20 -117.05 -118.21 1000 33.81 346 37.35 -120.62 
4.3428 12 336 -117.81 607 4835 1419 854 20 -117.25 -122.44 2983 38.02 834 33.2 -117.28 
6.5764 35 601 -118.19 176 1665 1582 247 17 -120.86 -117.22 755 40.42 254 33.89 -117.95 
1.3029 26 474 -121.99 458 2137 4615 448 52 -117.48 -118.33 1194 33.07 444 36.74 -119.76 
2.345 38 571 -119.63 4522 715 2800 282 38 -118.29 -122 1174 34.16 300 34.06 -118.26 
2.9063 45 233 -119.82 378 1931 950 329 52 -122.72 -122.05 1025 37.92 293 37.73 -122.39 
3.0393 42 254 -118.18 404 3431 1723 934 17 -122.24 -118.29 2365 34.01 810 33.96 -118.36 
3.625 19 991 -118.45 386 991 2558 210 21 -122.25 -122 695 39.75 203 32.69 -117.05 
1.6645 24 622 -119.7 602 973 2777 221 37 -119.4 -115.52 842 34.15 178 33.94 -118.27 
10.3953 19 1049 -118.29 792 2887 2330 351 8 -122.23 -118.32 1176 37.31 351 33.58 -117.69 
3.1923 35 482 -122.32 93 1611 5534 410 42 -117.05 -118.17 879 34.17 386 34.18 -118.52 
3.6736 19 1236 -121.98 328 2495 1261 551 16 -118.77 -117.06 2314 33.76 567 34.3 -118.47 
1.8333 42 137 -118.27 428 1001 3188 205 48 -121.87 -122.39 605 37.37 175 38.54 -121.46 
4.2037 16 445 -117.23 249 2145 2361 340 23 -117.68 -118.08 1022 38.95 349 38.67 -121.3 
3.9712 21 777 -118.46 366 3769 1711 839 16 -122.19 -122.29 1986 37.27 815 37.95 -122.47 
2.6546 16 1146 -118.18 447 620 2335 133 41 -120.76 -121.76 642 37.69 162 33.91 -118.28 
2.7188 27 788 -118.26 184 2844 1098 551 32 -118.28 -117.41 1337 38.61 516 34.94 -120.42 
1.9472 4 307 -117.66 593 2277 1354 498 40 -118.3 -118.85 1391 32.68 453 33.93 -116.98 
2.5185 22 198 -118.09 1100 1191 1715 345 36 -121.19 -117.28 1193 34.03 295 33.93 -118.2 
2.5625 8 654 -117.65 547 186 574 48 26 -121.28 -118.07 102 37.45 39 33.51 -116.42 
2.5833 48 522 -117.89 174 2287 6039 531 30 -119.87 -115.52 1796 38.39 503 34.1 -117.48 
5.1741 26 207 -118.02 266 1416 9944 249 16 -117.25 -118.09 636 33.48 244 33.7 -117.79 
4.9688 50 623 -121.54 252 1497 4794 243 15 -121.16 -119.66 730 33.87 242 38.68 -121.25 
4.7026 17 379 -120.45 325 2211 2020 502 34 -122.05 -119.72 1113 37.4 488 33.81 -118.36 
1.6521 15 363 -122.43 304 3446 1649 950 36 -121.28 -120.09 2460 37.85 847 38.52 -121.44 
4.0125 33 206 -122.42 460 3415 2988 631 29 -117.85 -117.02 1527 37.93 597 35.44 -119.02 
2.7989 28 231 -118.42 239 3044 617 565 27 -122.16 -118.28 1583 35.4 514 38.52 -121.98 
5.0551 15 534 -122.24 521 2178 856 421 52 -118.13 -117.86 940 38 423 37.89 -122.29 
5.133 19 211 -122.78 161 3617 2523 597 17 -118.4 -121.84 1176 33.88 571 33.51 -117.72 
3.2325 17 406 -122.33 274 4667 1718 875 28 -122.06 -121.33 2404 34.18 841 35.4 -118.96 
3.2981 24 662 -118.03 1611 1862 20377 472 52 -115.58 -117.35 872 33.95 471 37.77 -122.43 
3.8864 31 1093 -121.36 464 1493 1261 331 33 -122.62 -122.56 1571 33.83 354 34.04 -117.94 
2.9524 24 1027 -122.42 833 2852 2570 740 31 -119.8 -122.01 3100 33.83 725 34.06 -118.1 
4.1812 27 163 -117.08 838 2250 3257 430 17 -118.48 -117.99 1218 37.22 468 36.33 -119.34 
3.7262 20 591 -122.28 1082 1409 1752 271 36 -118.15 -118.14 1002 37.33 281 37.61 -122.03 
5.5337 26 404 -120.07 1384 2252 3651 388 52 -117.41 -120.11 1033 36.34 434 37.77 -122.27 
2.73 17 489 -116.97 545 2199 4039 403 33 -115.54 -118.32 1245 37.88 394 36.34 -119.19 
1.8829 25 474 -118.15 174 5221 2015 2530 28 -122.87 -122.29 5840 33.93 2374 34.07 -118.3 
4.2411 29 4490 -118.29 413 1535 4372 274 45 -119.71 -121.77 591 35.33 276 33.83 -118.18 
4.5987 15 277 -122.42 1401 2926 1765 874 37 -118.43 -122.74 1363 33.77 815 37.45 -122.16 
4.189 30 268 -121.29 517 21060 2027 3366 3 -118.27 -122.28 9623 37.79 2812 33.9 -117.19 
3.7 17 470 -121.83 496 1051 4065 259 35 -118.41 -118.39 517 34.06 234 37.52 -122.27 
5.3674 47 24 -118.16 767 2379 1083 336 26 -121.39 -118.18 988 34.06 346 33.65 -117.97 
1.825 21 432 -119.67 256 1070 4608 231 52 -118.35 -121.5 925 33.88 220 34.05 -118.18 
5.6613 30 632 -118.37 889 2536 3584 414 15 -121.85 -118.34 1400 34.18 426 38.32 -122.69 
1.7622 34 157 -118.36 394 3978 404 1073 34 -117.35 -122.49 2725 34.44 1035 34.02 -118.35 
2.2621 32 446 -118.94 868 2976 4312 599 43 -121.3 -117.27 1181 33.67 560 39.74 -121.84 
4.7391 8 566 -116.84 456 2576 294 443 35 -122.5 -118.56 1273 33.74 433 37.69 -122.49 
4.9821 10 576 -122.36 681 4866 1286 812 13 -118.1 -117.05 1909 34.04 733 33.54 -117.72 
3.668 52 247 -121.98 413 2595 3783 621 19 -119.57 -122.28 1728 38.62 571 33.47 -117.69 
2.4432 4 230 -117.35 289 1442 1758 501 37 -118.41 -118.29 998 37.73 503 34.09 -118.34 
1.9 21 232 -122.22 768 865 2668 208 44 -118.34 -122.44 537 38.04 183 34.03 -118.35 
4.1739 28 372 -120.8 1748 2637 1496 476 36 -122.04 -119.26 1385 33.79 483 34.09 -117.71 
3.3021 35 244 -117.75 305 2144 15029 372 34 -121.77 -118.17 899 37.85 378 38.92 -121.05 
1.3373 33 390 -117.08 995 1178 5121 438 18 -117.94 -118.59 1377 32.64 429 32.79 -115.56 
4.7426 25 338 -118.35 560 2055 2070 358 19 -122.07 -117.99 1064 32.97 350 37.93 -121.66 
5.9493 20 244 -118.2 366 1473 4873 253 36 -118.43 -118.31 713 34.04 257 33.85 -118.1 
5.4286 44 776 -117.69 323 2991 2024 500 24 -120.08 -118.46 1437 38.65 453 33.72 -117.97 
4.5938 18 212 -120.68 320 2603 2637 478 18 -122.12 -122 1158 33.92 423 36.33 -119.32 
4.9926 34 619 -122.18 603 2054 1524 433 40 -119.4 -119.19 1738 37.87 429 37.71 -122.41 
3.3125 14 693 -122.04 358 1325 2161 277 49 -117.4 -119.76 764 34.06 282 37.74 -122.15 
1.7467 34 244 -119.59 651 1463 1161 339 41 -118.37 -120.46 1066 34.03 318 35.37 -118.96 
1.9257 27 327 -118.2 347 2215 1316 578 27 -118.35 -122.09 1544 34.06 527 34.65 -120.45 
2.7226 12 388 -120.44 740 2846 2087 727 31 -117.13 -120.31 2120 32.7 672 34.04 -118.38 
6.9308 17 401 -119 690 2112 2581 340 18 -121.36 -121.4 1048 34.68 315 33.88 -117.83 
4.9676 43 315 -122.29 510 2243 2333 444 34 -122.18 -118.19 973 38.1 413 34.02 -118.42 
3.1719 38 435 -117.81 313 402 1727 86 38 -121.45 -117.11 311 34.08 87 36.48 -119.45 
3.4187 10 304 -121.96 435 272 3568 49 26 -121.98 -117.94 194 34.05 52 38.83 -122 
3.0219 28 573 -118.06 479 3511 383 632 29 -122.79 -121.25 2591 38.5 596 34.23 -119.06 
2.1078 32 603 -117.21 24 2294 1629 508 30 -120.06 -118.38 1753 37.78 482 35.36 -118.95 
1.625 14 289 -118.02 3245 28 2755 4 26 -122.1 -122.18 9 40.06 5 37.75 -120.85 
3.6893 36 418 -117.14 665 1976 3103 726 52 -117.95 -118.09 1045 36.86 669 37.8 -122.43 
4.6681 52 585 -117.56 180 4526 3033 830 19 -121.97 -118.39 2318 37.79 748 33.83 -118.04 
2.3199 41 112 -121.25 444 3315 4021 1042 15 -116.35 -118.27 2749 37.92 1059 37.37 -121.84 
2.2328 26 187 -122.66 129 981 1149 313 34 -122.07 -118.4 508 37.77 304 32.75 -117.28 
5.2636 15 460 -120.35 1179 2062 16042 343 1 -122.51 -118.19 872 37.91 268 38.23 -122 
6.2748 30 957 -117.1 332 3654 2376 517 22 -121.98 -118.4 1565 38.4 518 34.22 -118.88 
4.4531 45 317 -122.53 356 347 1087 82 25 -118.25 -119.14 148 33.78 77 37.39 -122.05 
1.9356 9 410 -118.3 460 1594 1505 367 41 -118.34 -118.32 1074 33.86 355 37.76 -122.17 
7.105 37 265 -122.08 781 3334 1705 565 13 -119.23 -122.08 2240 32.64 561 37.39 -121.88 
3.0224 52 645 -117.79 295 3389 2271 621 7 -117.9 -118.24 1268 34.1 474 37.33 -119.62 
1.4904 30 560 -121.89 817 513 5163 338 26 -122.31 -124.17 1204 37.66 321 34.06 -118.27 
3.3516 6 492 -121.61 146 1438 1054 237 33 -117.25 -116.37 569 33.98 208 37.64 -121.05 
5.0719 17 331 -118.3 833 2220 2687 367 36 -119.81 -119.69 1002 37.71 351 33.84 -118.16 
3.3269 37 532 -121.78 857 2701 1411 576 15 -117.71 -121.82 1245 39.08 513 35.65 -117.68 
3.3571 17 149 -117.74 299 2844 453 602 14 -117.75 -122.62 1613 37.83 544 38.3 -122.49 
2.75 20 778 -120.25 615 1921 3155 502 37 -122.01 -121.24 811 34.21 472 32.76 -117.15 
1.9063 17 603 -118.27 366 1272 2873 322 52 -118.07 -122.17 984 33.72 353 34.09 -118.29 
2.0885 34 280 -119.19 447 2074 729 477 35 -122.43 -121.23 1687 36.98 431 37.62 -121.01 
1.9066 15 480 -122.25 895 6145 1177 1492 31 -118.28 -118.14 5666 34 1457 35.26 -118.9 
1.1944 14 386 -122.59 1270 434 1304 110 44 -118.73 -116.93 274 34.41 86 35.38 -119.01 
